Cluster,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,Customer_Count
0,56359.29258517034,47.120240480961925,387.6292585170341,17.977955911823646,115.22244488977955,25.95991983967936,18.539078156312627,55.91783567134269,6.258517034068136,7.234468937875752,2.561122244488978,499
1,74673.69230769231,51.05448717948718,773.4775641025641,39.15064102564103,427.76602564102564,57.55769230769231,41.416666666666664,64.08653846153847,5.416666666666667,8.564102564102564,6.355769230769231,312
2,73696.13712374582,48.72909698996656,496.9297658862876,93.63879598662207,419.7859531772575,131.8294314381271,96.0200668896321,93.94314381270902,5.525083612040134,8.565217391304348,5.381270903010034,299
3,34032.190998902304,49.15038419319429,39.61251372118551,4.499451152579583,21.001097694840833,6.2217343578485185,4.639956092206367,14.027442371020856,2.0329308452250276,3.176728869374314,0.5214050493962679,911
